CVEGEO,ECO1_R,ECO4_R,ECO7_R,ECO10_R,ECO13_R,ECO16_R,ECO19_R,ECO22_R
1903900010758027,51.3,100.0,0.0,0.0,0.0,-6.0,35.0,55.0
1903900010758028,53.1,100.0,0.0,0.0,0.0,-6.0,35.3,52.9
1903900010758029,36.4,100.0,0.0,0.0,0.0,-6.0,-6.0,-6.0
1903900010758030,55.2,100.0,-6.0,0.0,0.0,18.8,18.8,56.3
1903900010758031,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010758032,58.8,96.7,0.0,10.3,0.0,-6.0,31.0,55.2
1903900010758033,58.1,88.9,0.0,-6.0,-6.0,25.0,-6.0,50.0
1903900010758034,59.3,100.0,-6.0,-6.0,0.0,18.8,25.0,43.8
1903900010758035,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010758036,68.2,100.0,0.0,0.0,0.0,20.0,26.7,40.0
1903900010758037,55.6,100.0,-6.0,0.0,0.0,-6.0,30.0,30.0
1903900010758038,36.6,93.3,-6.0,0.0,-6.0,21.4,21.4,42.9
1903900010758039,61.1,100.0,-6.0,0.0,0.0,0.0,27.3,45.5
1903900010762001,60.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0
1903900010762002,52.8,95.7,6.7,15.6,-6.0,31.1,24.4,20.0
1903900010762003,44.9,100.0,-6.0,25.8,0.0,32.3,29.0,9.7
1903900010762004,57.9,100.0,0.0,0.0,0.0,45.5,36.4,-6.0
1903900010762005,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010762006,40.0,94.4,0.0,29.4,0.0,23.5,23.5,23.5
1903900010762007,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010762008,62.2,100.0,0.0,6.5,-6.0,26.1,30.4,32.6
1903900010762009,51.7,93.3,0.0,17.9,0.0,28.6,25.0,28.6
1903900010762010,50.0,100.0,0.0,-6.0,0.0,44.4,33.3,0.0
1903900010762011,50.0,94.7,0.0,16.7,0.0,27.8,33.3,22.2
1903900010762012,50.0,97.2,0.0,11.4,-6.0,28.6,28.6,28.6
1903900010762013,36.4,95.8,0.0,21.7,0.0,26.1,39.1,13.0
1903900010762014,54.7,100.0,7.3,7.3,0.0,39.0,22.0,24.4
1903900010762015,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010762016,62.0,100.0,-6.0,12.9,0.0,29.0,29.0,25.8
1903900010762017,45.1,100.0,-6.0,21.7,-6.0,34.8,17.4,17.4
1903900010762018,50.0,100.0,0.0,21.4,0.0,50.0,28.6,0.0
1903900010762019,43.5,100.0,0.0,50.0,-6.0,30.0,-6.0,0.0
1903900010762020,42.5,100.0,0.0,29.4,-6.0,29.4,17.6,17.6
1903900010762021,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010762022,47.4,100.0,0.0,0.0,0.0,66.7,0.0,33.3
1903900010762023,64.3,94.4,0.0,0.0,23.5,0.0,41.2,35.3
1903900010762024,44.2,94.7,0.0,-6.0,-6.0,44.4,16.7,22.2
1903900010762025,35.4,88.2,0.0,-6.0,-6.0,26.7,20.0,33.3
1903900010762026,52.9,98.4,0.0,19.4,4.8,37.1,21.0,16.1
1903900010762027,39.1,94.4,0.0,8.8,-6.0,50.0,29.4,8.8
1903900010762028,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010762029,46.0,100.0,0.0,-6.0,-6.0,52.2,13.0,21.7
1903900010762030,48.1,100.0,0.0,10.8,0.0,18.9,29.7,40.5
1903900010762031,55.8,100.0,0.0,20.9,-6.0,39.5,23.3,14.0
1903900010762032,52.7,100.0,-6.0,17.2,0.0,31.0,24.1,24.1
1903900010762033,55.6,100.0,0.0,80.0,0.0,-6.0,0.0,0.0
1903900010762034,58.1,100.0,0.0,-6.0,-6.0,38.9,22.2,22.2
1903900010762035,47.7,83.9,0.0,53.8,-6.0,26.9,15.4,0.0
1903900010762036,36.8,100.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0
1903900010762037,54.3,100.0,0.0,12.0,12.0,40.0,28.0,-6.0
1903900010762038,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010762040,40.4,100.0,0.0,-6.0,-6.0,31.6,31.6,21.1
1903900010762042,70.0,100.0,0.0,-6.0,0.0,-6.0,42.9,0.0
1903900010762043,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010762044,56.3,100.0,0.0,44.4,0.0,-6.0,33.3,0.0
1903900010762045,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777001,31.1,100.0,0.0,0.0,0.0,15.8,21.1,63.2
1903900010777002,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010777003,62.2,92.2,0.0,14.9,-6.0,23.4,17.0,40.4
1903900010777004,45.5,100.0,0.0,15.0,-6.0,25.0,20.0,35.0
1903900010777005,71.7,94.7,0.0,16.7,-6.0,13.9,11.1,52.8
1903900010777006,57.1,89.3,0.0,16.0,-6.0,32.0,16.0,28.0
1903900010777007,47.4,100.0,0.0,-6.0,-6.0,11.1,18.5,63.0
1903900010777008,60.3,95.7,0.0,13.3,-6.0,-6.0,24.4,55.6
1903900010777009,73.3,100.0,0.0,15.2,-6.0,36.4,30.3,12.1
1903900010777010,63.8,95.0,-6.0,24.6,-6.0,36.8,17.5,15.8
1903900010777011,57.6,98.0,0.0,14.6,0.0,47.9,20.8,16.7
1903900010777012,35.7,100.0,0.0,0.0,0.0,0.0,-6.0,80.0
1903900010777013,56.3,97.8,0.0,11.4,6.8,43.2,22.7,15.9
1903900010777014,58.8,100.0,0.0,25.0,-6.0,30.0,-6.0,30.0
1903900010777015,53.2,96.0,0.0,12.5,0.0,20.8,12.5,54.2
1903900010777016,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010777017,53.1,100.0,0.0,11.8,0.0,32.4,47.1,8.8
1903900010777018,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777019,58.8,98.3,-6.0,22.0,13.6,37.3,11.9,13.6
1903900010777020,54.0,97.1,-6.0,12.1,0.0,48.5,33.3,0.0
1903900010777021,66.7,80.8,0.0,14.3,0.0,33.3,28.6,23.8
1903900010777022,64.8,100.0,0.0,8.6,-6.0,40.0,17.1,31.4
1903900010777023,56.8,97.6,-6.0,-6.0,0.0,22.0,24.4,43.9
1903900010777024,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777025,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777026,68.3,100.0,-6.0,22.0,-6.0,39.0,17.1,17.1
1903900010777027,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010777028,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777029,50.0,93.5,-6.0,24.1,0.0,41.4,13.8,13.8
1903900010777030,56.7,100.0,0.0,8.8,-6.0,14.7,14.7,55.9
1903900010777031,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777032,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777033,44.0,90.9,0.0,-6.0,0.0,30.0,40.0,-6.0
1903900010777034,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777035,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777036,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777037,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010777038,61.3,89.5,0.0,-6.0,-6.0,41.2,-6.0,29.4
1903900010781001,37.7,95.0,0.0,-6.0,0.0,-6.0,31.6,52.6
1903900010781002,50.0,100.0,0.0,-6.0,0.0,-6.0,-6.0,62.5
1903900010781003,63.6,100.0,0.0,0.0,0.0,-6.0,-6.0,57.1
1903900010781004,53.3,93.8,0.0,0.0,0.0,-6.0,20.0,73.3
1903900010781005,55.0,100.0,-6.0,0.0,0.0,27.3,13.6,54.5
1903900010781006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010781007,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010781008,37.0,100.0,0.0,-6.0,0.0,-6.0,0.0,70.0
1903900010781009,41.2,85.7,0.0,0.0,0.0,-6.0,-6.0,-6.0
1903900010781010,64.3,88.9,-6.0,-6.0,0.0,-6.0,31.3,50.0
1903900010781011,50.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
1903900010781012,55.8,92.5,-6.0,34.7,-6.0,34.7,14.3,12.2
1903900010796001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010796002,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010796003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010796004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010796005,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010796006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809001,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809002,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809004,45.5,100.0,0.0,0.0,0.0,0.0,-6.0,60.0
1903900010809005,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809007,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809008,66.7,100.0,0.0,50.0,0.0,-6.0,-6.0,0.0
1903900010809009,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809010,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809011,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809012,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809013,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809014,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809015,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809016,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809017,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809018,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809019,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809020,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010809021,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010809024,60.0,100.0,-6.0,0.0,0.0,-6.0,-6.0,0.0
1903900010809025,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1903900010809026,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813002,68.0,100.0,-6.0,-6.0,-6.0,11.8,20.6,55.9
1903900010813003,46.4,96.2,0.0,0.0,0.0,20.0,32.0,48.0
1903900010813004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813005,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010813006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813007,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813008,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813009,44.8,100.0,0.0,0.0,-6.0,11.5,30.8,53.8
1903900010813010,48.8,90.5,0.0,-6.0,0.0,-6.0,26.3,57.9
1903900010813011,52.7,97.4,-6.0,11.8,5.3,15.8,26.3,39.5
1903900010813012,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813013,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813014,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813015,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813016,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010813017,69.6,100.0,0.0,15.6,-6.0,12.5,31.3,31.3
1903900010813018,52.8,98.2,-6.0,-6.0,5.4,17.9,30.4,41.1
1903900010813019,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813020,44.1,93.3,-6.0,35.7,-6.0,21.4,21.4,-6.0
1903900010813021,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813022,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813023,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813024,50.0,100.0,0.0,-6.0,4.5,16.7,30.3,45.5
1903900010813025,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813026,64.7,90.9,0.0,-6.0,-6.0,40.0,-6.0,-6.0
1903900010813027,53.3,100.0,-6.0,12.5,-6.0,46.9,-6.0,25.0
1903900010813028,51.6,96.9,0.0,9.7,0.0,14.5,27.4,46.8
1903900010813029,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010813030,50.0,71.4,0.0,0.0,-6.0,-6.0,0.0,-6.0
1903900010813031,52.6,100.0,0.0,15.0,0.0,20.0,30.0,35.0
1903900010813032,34.0,100.0,0.0,0.0,0.0,0.0,29.4,70.6
1903900010813033,52.7,100.0,0.0,-6.0,0.0,0.0,24.1,69.0
1903900010813034,54.4,91.2,0.0,9.7,0.0,21.0,17.7,51.6
1903900010813035,52.7,93.1,0.0,-6.0,-6.0,0.0,18.5,70.4
1903900010813036,48.8,95.0,0.0,-6.0,0.0,-6.0,26.3,63.2
1903900010828001,44.8,83.3,0.0,0.0,0.0,-6.0,16.0,80.0
1903900010828002,51.8,96.6,0.0,-6.0,0.0,-6.0,14.3,78.6
1903900010828003,51.7,90.0,0.0,-6.0,0.0,18.5,29.6,44.4
1903900010828004,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010828005,53.5,100.0,0.0,-6.0,0.0,7.9,26.3,63.2
1903900010828006,53.1,97.1,0.0,-6.0,0.0,12.1,18.2,63.6
1903900010828007,60.0,94.9,0.0,-6.0,0.0,16.2,29.7,51.4
1903900010828008,45.9,89.3,0.0,-6.0,0.0,-6.0,36.0,52.0
1903900010828009,55.9,100.0,0.0,-6.0,0.0,-6.0,24.2,63.6
1903900010828010,50.0,85.7,0.0,0.0,-6.0,-6.0,50.0,-6.0
1903900010828011,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828012,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010828013,28.6,96.2,0.0,0.0,0.0,0.0,24.0,72.0
1903900010828014,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828015,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828016,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828017,51.8,88.4,0.0,0.0,-6.0,15.8,7.9,73.7
1903900010828018,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828020,53.3,91.7,0.0,-6.0,-6.0,-6.0,0.0,68.2
1903900010828023,42.1,87.5,0.0,0.0,0.0,-6.0,-6.0,57.1
1903900010828024,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828025,63.0,88.2,0.0,-6.0,0.0,13.3,16.7,66.7
1903900010828026,53.0,88.6,0.0,0.0,0.0,12.9,25.8,61.3
1903900010828027,41.8,95.7,0.0,0.0,-6.0,-6.0,13.6,77.3
1903900010828028,25.6,81.8,0.0,0.0,0.0,0.0,-6.0,77.8
1903900010828029,40.0,100.0,0.0,0.0,0.0,-6.0,0.0,83.3
1903900010828030,37.7,80.0,0.0,-6.0,0.0,-6.0,43.8,31.3
1903900010828031,56.6,93.3,0.0,-6.0,-6.0,14.3,17.9,60.7
1903900010828032,46.8,82.8,0.0,0.0,0.0,-6.0,33.3,58.3
1903900010828033,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010828034,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832001,33.9,100.0,0.0,-6.0,-6.0,15.8,0.0,73.7
1903900010832002,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832004,43.3,100.0,0.0,0.0,0.0,19.2,23.1,57.7
1903900010832005,62.3,97.4,0.0,10.8,0.0,-6.0,18.9,67.6
1903900010832006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832007,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832008,52.1,100.0,0.0,-6.0,0.0,-6.0,24.0,68.0
1903900010832010,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832011,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832012,40.0,100.0,0.0,0.0,0.0,0.0,-6.0,75.0
1903900010832015,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832016,50.0,90.3,0.0,-6.0,0.0,10.7,42.9,42.9
1903900010832017,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832019,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832021,33.3,81.8,0.0,0.0,0.0,0.0,44.4,55.6
1903900010832026,45.5,100.0,0.0,0.0,0.0,0.0,-6.0,60.0
1903900010832029,41.5,100.0,0.0,-6.0,0.0,-6.0,-6.0,77.3
1903900010832030,48.9,100.0,0.0,0.0,0.0,-6.0,36.4,54.5
1903900010832031,45.3,93.1,0.0,11.1,0.0,14.8,22.2,51.9
1903900010832032,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832033,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832034,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010832035,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010847001,58.4,98.1,-6.0,15.7,0.0,29.4,39.2,13.7
1903900010847002,55.4,100.0,0.0,13.9,0.0,27.8,33.3,25.0
1903900010847003,47.4,100.0,0.0,-6.0,0.0,-6.0,44.4,-6.0
1903900010847004,43.0,91.9,0.0,17.6,-6.0,35.3,20.6,20.6
1903900010847005,57.4,98.3,0.0,8.8,7.0,28.1,29.8,26.3
1903900010847006,48.8,100.0,0.0,11.9,-6.0,31.0,38.1,16.7
1903900010847007,61.4,98.0,0.0,6.0,0.0,14.0,38.0,42.0
1903900010847014,50.5,95.6,-6.0,22.4,4.6,30.9,23.0,18.4
1903900010847015,45.3,100.0,0.0,-6.0,-6.0,26.5,29.4,35.3
1903900010847017,48.6,100.0,-6.0,11.8,-6.0,41.2,20.6,17.6
1903900010851001,42.1,91.1,-6.0,-6.0,-6.0,27.5,41.2,25.5
1903900010851002,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010851003,49.5,90.2,-6.0,-6.0,-6.0,30.4,39.1,10.9
1903900010851004,54.2,93.8,0.0,16.4,0.0,23.0,31.1,29.5
1903900010851005,44.1,92.3,0.0,-6.0,-6.0,25.0,29.2,37.5
1903900010851006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010851007,54.9,100.0,0.0,28.6,-6.0,25.0,21.4,17.9
1903900010851008,48.8,98.3,-6.0,18.6,-6.0,22.0,25.4,28.8
1903900010851009,57.8,100.0,0.0,18.9,-6.0,18.9,24.3,35.1
1903900010851010,49.3,90.9,0.0,33.3,-6.0,23.3,26.7,-6.0
1903900010851011,50.0,91.2,0.0,12.9,0.0,32.3,22.6,16.1
1903900010851012,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010851014,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010851015,54.2,97.4,0.0,13.2,7.9,47.4,15.8,15.8
1903900010851016,44.0,92.2,0.0,10.6,-6.0,29.8,31.9,25.5
1903900010851017,45.3,100.0,0.0,17.2,0.0,41.4,20.7,20.7
1903900010851018,53.8,85.7,0.0,0.0,-6.0,0.0,-6.0,50.0
1903900010851019,46.7,100.0,0.0,11.4,0.0,-6.0,17.1,65.7
1903900010851020,35.7,96.0,0.0,-6.0,-6.0,-6.0,16.7,62.5
1903900010851021,49.4,92.5,-6.0,-6.0,-6.0,10.8,37.8,40.5
1903900010851022,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010851023,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010851024,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010851026,57.1,93.8,0.0,15.6,-6.0,33.3,35.6,8.9
1903900010851027,51.1,95.8,-6.0,16.2,4.4,29.4,30.9,17.6
1903900010851028,62.3,100.0,0.0,9.1,9.1,33.3,33.3,15.2
1903900010866001,50.0,100.0,-6.0,0.0,-6.0,-6.0,-6.0,86.7
1903900010866002,52.7,96.6,0.0,0.0,0.0,-6.0,0.0,92.9
1903900010866003,41.4,100.0,0.0,0.0,0.0,-6.0,-6.0,87.5
1903900010866004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010866005,55.0,97.7,0.0,0.0,0.0,0.0,-6.0,97.7
1903900010866006,48.2,96.3,0.0,15.4,0.0,0.0,-6.0,76.9
1903900010866007,72.0,100.0,0.0,0.0,0.0,-6.0,22.2,72.2
1903900010866008,40.9,100.0,0.0,0.0,0.0,0.0,-6.0,88.9
1903900010866009,42.7,100.0,0.0,-6.0,0.0,-6.0,8.5,83.0
1903900010866010,33.3,100.0,0.0,-6.0,0.0,0.0,-6.0,80.0
1903900010866011,48.6,100.0,0.0,0.0,0.0,0.0,8.6,91.4
1903900010866012,61.9,100.0,0.0,0.0,0.0,0.0,-6.0,84.6
1903900010866013,63.2,83.3,0.0,-6.0,0.0,0.0,0.0,90.0
1903900010866014,55.6,97.8,-6.0,6.8,0.0,-6.0,11.4,77.3
1903900010866015,59.3,98.1,0.0,-6.0,0.0,5.7,9.4,81.1
1903900010866016,48.7,100.0,0.0,8.1,0.0,8.1,-6.0,78.4
1903900010866017,41.5,100.0,0.0,-6.0,0.0,13.6,13.6,68.2
1903900010866018,54.1,100.0,0.0,0.0,0.0,-6.0,-6.0,87.9
1903900010866019,51.6,93.8,0.0,-6.0,0.0,0.0,26.7,66.7
1903900010866020,41.6,100.0,-6.0,0.0,0.0,-6.0,18.8,75.0
1903900010866021,28.9,100.0,0.0,-6.0,0.0,0.0,0.0,81.8
1903900010866022,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010866023,52.8,100.0,0.0,-6.0,0.0,8.9,7.1,80.4
1903900010866024,33.3,100.0,0.0,0.0,0.0,0.0,0.0,100.0
1903900010866025,64.0,96.5,0.0,0.0,0.0,7.3,16.4,76.4
1903900010866026,56.9,100.0,0.0,0.0,0.0,-6.0,0.0,93.1
1903900010866027,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010870001,51.1,93.8,0.0,17.8,0.0,33.3,20.0,26.7
1903900010870002,54.7,100.0,-6.0,25.0,-6.0,25.0,19.2,19.2
1903900010870003,52.3,98.2,0.0,16.4,-6.0,34.5,18.2,27.3
1903900010870004,59.8,87.8,0.0,11.6,-6.0,30.2,30.2,23.3
1903900010870005,67.5,96.4,0.0,5.6,0.0,5.6,11.1,77.8
1903900010870006,30.0,100.0,0.0,0.0,0.0,0.0,-6.0,-6.0
1903900010870007,52.9,94.4,0.0,23.5,0.0,47.1,17.6,-6.0
1903900010870008,58.7,91.7,-6.0,18.2,3.0,38.4,19.2,17.2
1903900010870009,53.1,100.0,0.0,11.5,-6.0,44.2,21.2,21.2
1903900010870010,50.0,100.0,-6.0,-6.0,0.0,52.0,28.0,-6.0
1903900010870011,58.6,92.6,4.8,17.5,4.8,36.5,20.6,15.9
1903900010870012,58.2,93.0,4.5,21.2,4.5,28.8,13.6,27.3
1903900010870013,59.4,91.3,6.0,22.6,0.0,27.4,28.6,11.9
1903900010870015,55.9,97.0,0.0,21.9,-6.0,21.9,37.5,15.6
1903900010870016,53.2,100.0,0.0,15.2,-6.0,27.3,24.2,30.3
1903900010870017,52.5,100.0,0.0,-6.0,-6.0,32.3,22.6,35.5
1903900010870018,59.0,91.3,0.0,11.9,7.1,42.9,19.0,19.0
1903900010870019,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900010870020,51.1,95.8,0.0,-6.0,0.0,47.8,30.4,17.4
1903900010870021,55.3,94.5,-6.0,31.1,2.9,30.1,17.5,17.5
1903900010870022,54.8,100.0,-6.0,21.7,0.0,21.7,30.4,21.7
1903900010870023,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900010870024,75.0,100.0,0.0,-6.0,0.0,0.0,50.0,-6.0
1903900010870025,44.4,93.8,0.0,-6.0,-6.0,20.0,20.0,40.0
1903900010870026,54.8,90.2,0.0,6.5,0.0,21.7,34.8,37.0
1903900010870027,57.3,90.9,6.0,18.0,10.0,20.0,16.0,30.0
1903900010870028,52.9,100.0,0.0,22.2,-6.0,14.8,22.2,37.0
1903900010870029,52.6,97.1,-6.0,8.8,0.0,41.2,20.6,26.5
1903900010870030,65.7,96.8,-6.0,20.9,-6.0,37.4,16.5,23.1
1903900010870031,58.2,95.5,2.9,21.9,-6.0,40.0,11.4,21.9
1903900010870032,47.8,100.0,0.0,15.6,0.0,28.1,18.8,37.5
1903900010870033,63.2,96.4,0.0,18.5,-6.0,22.2,17.3,39.5
1903900010870034,49.5,93.3,0.0,14.3,7.1,33.3,26.2,19.0
1903900010870035,68.8,95.5,0.0,-6.0,0.0,19.0,28.6,47.6
1903900010870036,57.1,95.8,-6.0,21.7,-6.0,17.4,20.3,36.2
1903900010870037,67.7,92.9,-6.0,20.5,-6.0,35.9,25.6,12.8
1903900010870038,50.5,91.5,0.0,7.0,-6.0,32.6,18.6,34.9
1903900010870039,56.0,96.4,0.0,13.0,5.6,13.0,7.4,61.1
