CVEGEO,ECO1_R,ECO4_R,ECO7_R,ECO10_R,ECO13_R,ECO16_R,ECO19_R,ECO22_R
1900600011581004,60.8,94.9,-6.0,-6.0,0.0,-6.0,25.0,67.9
1900600011581005,54.2,98.1,0.0,-6.0,-6.0,5.9,15.7,74.5
1900600011581006,56.5,97.3,0.0,0.0,-6.0,-6.0,20.8,72.2
1900600011581007,48.8,100.0,-6.0,0.0,0.0,13.1,32.8,50.8
1900600011581008,43.4,94.6,0.0,0.0,0.0,9.4,24.5,66.0
1900600011581009,55.6,98.3,0.0,0.0,0.0,15.3,23.7,61.0
1900600011581010,66.7,94.3,0.0,9.1,6.1,0.0,19.7,63.6
1900600011581011,65.5,97.3,0.0,-6.0,0.0,12.5,30.6,55.6
1900600011581012,58.8,95.7,0.0,-6.0,9.0,6.0,17.9,65.7
1900600011581013,62.2,92.9,0.0,0.0,0.0,0.0,23.1,76.9
1900600011581014,56.3,100.0,0.0,8.9,-6.0,0.0,26.7,62.2
1900600011581015,65.5,97.4,0.0,0.0,-6.0,0.0,35.1,59.5
1900600011581016,69.4,95.3,0.0,0.0,-6.0,0.0,12.2,82.9
1900600011581017,63.3,92.0,-6.0,-6.0,0.0,6.5,23.9,63.0
1900600011581018,68.2,95.6,0.0,0.0,7.0,0.0,20.9,72.1
1900600011581019,54.7,94.3,0.0,0.0,-6.0,0.0,18.2,78.8
1900600011581020,74.4,93.1,-6.0,0.0,0.0,-6.0,25.9,59.3
1900600011596001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011596002,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011596003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011596004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011596005,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011609002,59.0,97.2,0.0,7.1,0.0,62.9,21.4,8.6
1900600011609003,72.5,95.5,-6.0,11.1,-6.0,52.4,27.0,4.8
1900600011609004,66.7,100.0,0.0,-6.0,0.0,42.9,35.7,-6.0
1900600011609005,60.1,93.0,0.0,21.3,0.0,58.8,16.3,-6.0
1900600011609006,58.3,92.9,0.0,9.6,-6.0,61.5,21.2,-6.0
1900600011609007,65.6,95.0,0.0,13.2,3.9,53.9,23.7,5.3
1900600011609008,63.3,94.7,0.0,-6.0,0.0,44.4,44.4,-6.0
1900600011609009,57.1,100.0,0.0,8.3,12.5,55.6,20.8,-6.0
1900600011609010,67.4,100.0,0.0,6.5,0.0,56.5,33.9,-6.0
1900600011609011,70.8,100.0,0.0,8.8,0.0,35.3,44.1,11.8
1900600011609012,57.3,98.7,-6.0,17.6,8.1,55.4,12.2,5.4
1900600011609013,59.2,96.6,0.0,12.5,7.1,46.4,32.1,-6.0
1900600011609014,64.4,100.0,0.0,6.4,-6.0,53.2,27.7,10.6
1900600011609015,57.9,100.0,0.0,13.6,-6.0,59.1,20.5,-6.0
1900600011609016,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011609017,59.1,100.0,0.0,9.1,-6.0,58.2,23.6,7.3
1900600011609018,62.4,98.3,0.0,7.0,-6.0,52.6,31.6,5.3
1900600011609019,54.4,98.4,0.0,16.4,9.8,57.4,14.8,-6.0
1900600011609020,54.3,95.2,-6.0,15.0,-6.0,51.7,26.7,-6.0
1900600011609021,53.3,95.8,0.0,17.4,7.2,59.4,11.6,-6.0
1900600011609022,53.8,100.0,0.0,0.0,0.0,50.0,21.4,28.6
1900600011609023,60.0,90.9,0.0,8.3,-6.0,35.0,48.3,5.0
1900600011609024,60.7,98.1,0.0,11.3,-6.0,43.4,22.6,20.8
1900600011609025,59.8,96.2,0.0,6.0,-6.0,36.0,44.0,10.0
1900600011609026,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011613001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011613002,49.3,100.0,0.0,13.5,-6.0,64.9,10.8,8.1
1900600011613003,56.9,92.7,-6.0,7.9,-6.0,47.4,23.7,15.8
1900600011613004,62.4,100.0,-6.0,7.5,5.7,49.1,26.4,7.5
1900600011613005,53.8,100.0,0.0,0.0,0.0,57.1,42.9,0.0
1900600011613006,51.7,97.8,-6.0,15.6,-6.0,57.8,17.8,-6.0
1900600011613007,70.8,91.2,0.0,-6.0,-6.0,48.4,22.6,19.4
1900600011613008,59.8,93.9,0.0,6.5,0.0,71.7,19.6,-6.0
1900600011613009,63.5,88.9,-6.0,14.6,-6.0,50.0,20.8,10.4
1900600011613010,59.2,96.1,-6.0,13.5,4.1,55.4,18.9,5.4
1900600011613011,62.8,93.8,-6.0,17.1,-6.0,50.0,25.0,3.9
1900600011613012,59.2,98.6,-6.0,6.8,5.5,60.3,24.7,-6.0
1900600011613013,60.5,90.5,0.0,15.1,4.7,47.7,25.6,7.0
1900600011613014,56.2,90.4,0.0,9.1,-6.0,54.5,22.7,10.6
1900600011613015,62.0,100.0,0.0,14.3,8.2,39.8,25.5,12.2
1900600011613016,64.0,100.0,0.0,12.3,5.5,45.2,27.4,8.2
1900600011613017,55.4,94.6,0.0,9.2,-6.0,47.1,34.5,6.9
1900600011613018,60.0,100.0,0.0,9.4,-6.0,46.9,30.2,12.5
1900600011613019,60.7,97.8,-6.0,13.5,-6.0,42.7,29.2,11.2
1900600011613020,63.4,94.8,-6.0,13.0,3.3,46.7,25.0,10.9
1900600011613021,60.4,98.8,-6.0,10.8,7.2,38.6,31.3,10.8
1900600011613022,68.1,94.5,0.0,21.4,2.9,51.5,21.4,2.9
1900600011613023,61.0,96.9,-6.0,16.0,-6.0,55.3,21.3,3.2
1900600011613024,60.9,94.0,0.0,13.9,6.3,51.9,19.0,8.9
1900600011613025,68.5,97.3,0.0,16.7,0.0,36.1,41.7,-6.0
1900600011613026,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1900600011628001,60.6,93.7,0.0,15.3,8.5,54.2,16.9,5.1
1900600011628002,61.1,93.4,-6.0,10.6,10.6,49.4,27.1,-6.0
1900600011628003,56.1,94.6,-6.0,17.1,0.0,51.4,17.1,-6.0
1900600011628004,57.9,100.0,-6.0,15.9,-6.0,47.7,22.7,9.1
1900600011628005,57.8,100.0,-6.0,14.1,-6.0,52.9,23.5,7.1
1900600011628006,46.8,98.3,-6.0,14.0,-6.0,47.4,26.3,7.0
1900600011628007,30.1,90.9,-6.0,15.0,0.0,55.0,25.0,0.0
1900600011628008,57.1,95.8,0.0,-6.0,0.0,52.2,21.7,17.4
1900600011628009,59.5,98.9,0.0,15.1,-6.0,47.3,30.1,6.5
1900600011628010,52.1,95.9,0.0,18.3,5.6,29.6,36.6,9.9
1900600011628011,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1900600011628012,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011628013,60.4,93.1,0.0,7.4,-6.0,58.0,19.8,12.3
1900600011628014,53.8,98.7,0.0,6.5,-6.0,58.4,22.1,10.4
1900600011628015,49.4,100.0,0.0,14.3,0.0,51.2,32.1,-6.0
1900600011628016,61.1,95.5,-6.0,11.9,-6.0,47.6,27.4,7.1
1900600011628017,57.1,96.3,0.0,10.4,7.8,41.6,28.6,11.7
1900600011628018,61.5,97.2,0.0,8.6,4.3,47.1,31.4,5.7
1900600011628019,64.3,94.4,0.0,23.5,0.0,47.1,23.5,-6.0
1900600011628020,54.2,93.8,0.0,-6.0,-6.0,36.7,36.7,16.7
1900600011628021,56.8,97.6,0.0,7.3,-6.0,36.6,39.0,12.2
1900600011628022,62.8,98.0,0.0,8.3,-6.0,41.7,20.8,27.1
1900600011628023,51.6,95.9,0.0,-6.0,-6.0,44.7,36.2,12.8
1900600011628024,58.3,96.7,-6.0,6.9,0.0,46.6,29.3,15.5
1900600011628025,60.7,92.6,0.0,4.8,-6.0,47.6,25.4,20.6
1900600011632001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011632002,62.5,97.1,0.0,-6.0,0.0,32.4,17.6,47.1
1900600011632003,54.1,95.0,0.0,-6.0,0.0,42.1,26.3,21.1
1900600011632004,62.5,97.8,0.0,9.1,0.0,36.4,31.8,20.5
1900600011632005,59.1,100.0,-6.0,10.9,-6.0,35.6,19.8,15.8
1900600011632006,61.3,97.6,0.0,15.9,7.3,51.2,18.3,6.1
1900600011632007,57.8,97.3,-6.0,11.1,0.0,45.8,23.6,6.9
1900600011632008,59.5,93.6,0.0,13.6,-6.0,38.6,22.7,20.5
1900600011632009,48.0,100.0,0.0,-6.0,0.0,29.2,37.5,25.0
1900600011632010,58.4,95.9,0.0,5.7,-6.0,31.4,32.9,27.1
1900600011632011,56.5,98.4,0.0,10.0,-6.0,30.0,30.0,28.3
1900600011632012,59.1,100.0,-6.0,5.5,-6.0,25.5,34.5,25.5
1900600011632013,52.9,100.0,0.0,0.0,0.0,25.9,37.0,37.0
1900600011632014,62.5,98.3,-6.0,-6.0,0.0,18.6,30.5,45.8
1900600011632015,70.6,100.0,0.0,0.0,-6.0,41.7,33.3,-6.0
1900600011632016,60.3,100.0,0.0,-6.0,-6.0,25.5,42.6,27.7
1900600011632017,65.7,100.0,0.0,13.0,-6.0,17.4,30.4,34.8
1900600011632018,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011632019,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011632020,64.4,94.7,0.0,-6.0,8.3,36.1,30.6,22.2
1900600011632021,64.9,100.0,0.0,13.5,-6.0,40.5,13.5,27.0
1900600011632022,66.7,97.1,0.0,-6.0,-6.0,33.3,45.5,15.2
1900600011632023,66.7,97.4,0.0,-6.0,10.8,40.5,40.5,-6.0
1900600011632024,63.2,94.4,0.0,14.7,0.0,26.5,38.2,20.6
1900600011632025,68.1,96.9,0.0,-6.0,-6.0,25.8,48.4,19.4
1900600011632026,57.1,100.0,0.0,0.0,0.0,58.3,41.7,0.0
1900600011632027,62.6,98.6,-6.0,9.9,-6.0,39.4,22.5,25.4
1900600011632028,59.0,99.0,0.0,8.2,8.2,50.5,22.7,10.3
1900600011632029,58.9,94.2,-6.0,7.4,4.9,50.6,24.7,11.1
1900600011632030,54.7,96.6,0.0,5.9,3.5,49.4,35.3,5.9
1900600011632031,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011632032,61.2,98.3,0.0,8.5,-6.0,33.9,25.4,30.5
1900600011632033,62.1,97.6,0.0,-6.0,-6.0,30.0,27.5,37.5
1900600011632034,58.3,98.7,0.0,6.6,3.9,36.8,34.2,18.4
1900600011632035,68.5,98.9,3.5,5.8,-6.0,36.0,33.7,18.6
1900600011632036,59.5,93.9,0.0,6.5,0.0,27.4,35.5,30.6
1900600011632037,58.5,96.8,0.0,5.0,-6.0,30.0,31.7,30.0
1900600011632038,62.0,91.2,0.0,-6.0,-6.0,26.9,30.8,34.6
1900600011632039,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011632040,56.9,97.6,0.0,3.8,0.0,31.3,35.0,30.0
1900600011632041,60.2,94.4,0.0,7.5,-6.0,29.9,29.9,29.9
1900600011632042,61.7,97.0,0.0,6.3,-6.0,28.1,32.8,31.3
1900600011632044,64.2,96.2,0.0,-6.0,-6.0,22.0,20.0,50.0
1900600011632045,72.0,97.4,0.0,10.7,0.0,22.7,25.3,40.0
1900600011632046,63.4,100.0,0.0,0.0,0.0,17.8,35.6,42.2
1900600011647001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011647002,65.0,100.0,0.0,0.0,-6.0,9.0,23.1,62.8
1900600011647003,58.4,98.5,0.0,0.0,0.0,-6.0,33.8,64.6
1900600011647004,63.7,100.0,-6.0,-6.0,0.0,-6.0,24.6,70.8
1900600011647005,58.3,100.0,0.0,-6.0,-6.0,9.5,27.0,60.3
1900600011647006,55.8,100.0,0.0,6.3,0.0,8.3,18.8,66.7
1900600011647007,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011647008,57.4,96.3,0.0,-6.0,3.8,15.4,34.6,44.9
1900600011647009,51.8,100.0,-6.0,-6.0,-6.0,11.0,30.1,53.4
1900600011647010,64.8,98.7,0.0,-6.0,-6.0,-6.0,19.2,75.6
1900600011647011,55.8,100.0,0.0,0.0,0.0,7.9,20.6,68.3
1900600011647012,65.3,97.5,0.0,-6.0,5.1,11.4,17.7,64.6
1900600011647013,53.9,96.4,0.0,0.0,0.0,-6.0,24.5,73.6
1900600011647014,66.7,98.6,0.0,4.3,-6.0,5.8,18.8,68.1
1900600011647015,68.3,94.2,-6.0,3.7,0.0,6.2,19.8,67.9
1900600011651001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011651002,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1900600011666001,62.8,94.4,0.0,11.8,-6.0,39.2,21.6,23.5
1900600011666002,46.9,94.7,0.0,-6.0,0.0,36.1,50.0,11.1
1900600011666003,62.8,94.2,0.0,12.3,-6.0,38.3,18.5,28.4
1900600011666004,60.3,92.7,0.0,5.3,-6.0,42.1,19.7,28.9
1900600011666005,70.8,97.5,0.0,12.8,3.8,46.2,28.2,9.0
1900600011666006,62.1,92.6,0.0,20.0,-6.0,34.0,28.0,14.0
1900600011666007,56.5,97.1,0.0,8.8,0.0,47.1,17.6,26.5
1900600011666008,63.0,100.0,0.0,10.3,-6.0,44.8,27.6,13.8
1900600011666009,54.8,92.5,-6.0,8.1,0.0,40.5,37.8,8.1
1900600011666010,55.9,90.9,0.0,0.0,-6.0,46.7,30.0,20.0
1900600011666011,59.8,96.4,-6.0,11.3,-6.0,20.8,37.7,22.6
1900600011666012,54.7,97.9,0.0,-6.0,0.0,45.7,19.6,30.4
1900600011666013,61.4,98.4,0.0,4.9,8.2,37.7,31.1,18.0
1900600011666014,58.3,100.0,0.0,9.0,-6.0,41.8,35.8,11.9
1900600011666015,53.1,97.4,0.0,10.8,0.0,35.1,31.1,21.6
1900600011666016,51.8,93.1,-6.0,0.0,-6.0,40.7,29.6,22.2
1900600011666017,41.2,97.1,0.0,8.8,-6.0,23.5,50.0,11.8
1900600011666018,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011666019,63.2,100.0,0.0,0.0,0.0,50.0,33.3,-6.0
1900600011670001,70.4,98.6,0.0,-6.0,-6.0,20.6,36.8,35.3
1900600011670002,69.7,100.0,0.0,0.0,-6.0,17.7,40.3,40.3
1900600011670003,70.2,95.9,0.0,-6.0,-6.0,11.4,35.7,48.6
1900600011670004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011670006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011685001,56.6,90.0,-6.0,0.0,0.0,11.1,40.7,44.4
1900600011685002,72.9,100.0,0.0,7.0,0.0,9.3,39.5,44.2
1900600011685003,69.5,100.0,0.0,-6.0,-6.0,29.3,26.8,34.1
1900600011685004,77.9,97.5,0.0,-6.0,-6.0,15.2,27.8,53.2
1900600011685005,60.4,100.0,0.0,-6.0,0.0,17.2,37.9,41.4
1900600011685006,63.5,100.0,0.0,-6.0,0.0,17.5,40.0,37.5
1900600011685007,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011685008,77.8,97.1,0.0,-6.0,-6.0,23.5,14.7,52.9
1900600011685009,66.7,96.2,0.0,-6.0,0.0,12.0,22.0,64.0
1900600011685010,78.2,98.8,0.0,0.0,0.0,10.6,17.6,69.4
1900600011685011,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011685012,63.0,100.0,0.0,-6.0,0.0,11.8,41.2,44.1
1900600011685013,71.4,100.0,0.0,-6.0,0.0,20.0,53.3,20.0
1900600011685014,65.4,94.1,0.0,0.0,-6.0,-6.0,-6.0,75.0
190060001169A001,63.6,100.0,0.0,0.0,0.0,-6.0,71.4,0.0
190060001169A002,55.9,97.4,0.0,-6.0,0.0,21.6,35.1,37.8
190060001169A003,58.5,98.2,0.0,0.0,-6.0,29.6,25.9,40.7
190060001169A004,61.8,91.2,0.0,0.0,0.0,12.9,38.7,45.2
190060001169A005,66.3,96.6,0.0,5.3,0.0,36.8,38.6,19.3
190060001169A006,54.3,98.0,0.0,-6.0,-6.0,26.5,34.7,30.6
190060001169A007,40.0,100.0,0.0,0.0,0.0,0.0,-6.0,75.0
190060001169A008,67.5,92.6,0.0,0.0,12.0,28.0,48.0,12.0
190060001169A009,50.6,95.1,0.0,0.0,0.0,20.5,30.8,46.2
190060001169A010,60.7,100.0,0.0,-6.0,-6.0,33.3,33.3,27.8
190060001169A011,47.3,100.0,0.0,-6.0,0.0,27.3,40.9,25.0
190060001169A012,68.1,93.5,-6.0,10.3,0.0,50.0,20.7,15.5
190060001169A013,59.7,97.5,0.0,-6.0,-6.0,17.9,25.6,46.2
190060001169A014,57.1,100.0,-6.0,5.8,-6.0,34.6,28.8,26.9
190060001169A015,55.2,100.0,0.0,-6.0,-6.0,27.0,48.6,18.9
190060001169A016,63.4,95.6,0.0,-6.0,-6.0,16.3,27.9,48.8
190060001169A017,55.7,100.0,0.0,-6.0,-6.0,31.8,40.9,22.7
190060001169A018,53.9,100.0,0.0,9.8,0.0,22.0,29.3,39.0
190060001169A019,54.7,94.2,0.0,-6.0,0.0,28.6,26.5,42.9
190060001169A020,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
190060001169A021,60.0,100.0,-6.0,-6.0,-6.0,22.9,31.3,37.5
190060001169A022,50.0,100.0,0.0,-6.0,-6.0,26.3,26.3,36.8
190060001169A023,55.9,100.0,0.0,0.0,-6.0,18.2,33.3,45.5
190060001169A024,69.2,100.0,0.0,0.0,-6.0,-6.0,48.1,40.7
190060001169A025,59.7,100.0,0.0,-6.0,-6.0,15.0,45.0,32.5
190060001169A026,55.6,100.0,0.0,-6.0,0.0,-6.0,50.0,30.0
190060001169A027,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011702001,70.7,82.8,0.0,-6.0,0.0,33.3,33.3,29.2
1900600011702002,60.3,95.5,-6.0,16.7,11.9,19.0,31.0,19.0
1900600011702003,54.4,100.0,0.0,-6.0,0.0,30.2,34.9,30.2
1900600011702004,69.7,98.6,0.0,-6.0,-6.0,41.2,35.3,19.1
1900600011702005,51.9,100.0,0.0,-6.0,-6.0,33.3,29.6,25.9
1900600011702006,50.0,100.0,0.0,0.0,0.0,50.0,50.0,0.0
1900600011702007,63.2,98.2,0.0,7.4,0.0,46.3,29.6,14.8
1900600011717001,69.7,97.6,0.0,5.0,2.5,34.7,25.6,28.9
1900600011717002,57.8,96.2,0.0,8.0,-6.0,52.0,18.0,18.0
1900600011717003,51.3,98.4,0.0,13.3,-6.0,33.3,33.3,15.0
1900600011717004,61.1,100.0,0.0,-6.0,-6.0,36.4,36.4,18.2
1900600011717005,70.3,100.0,0.0,15.4,0.0,34.6,26.9,19.2
1900600011717006,59.8,100.0,0.0,6.1,8.2,55.1,28.6,-6.0
1900600011717007,60.0,100.0,0.0,-6.0,0.0,52.4,23.8,14.3
1900600011717008,66.7,95.5,0.0,-6.0,0.0,52.4,23.8,19.0
1900600011717009,56.7,100.0,0.0,17.6,0.0,52.9,17.6,-6.0
1900600011717010,48.7,100.0,0.0,-6.0,-6.0,37.5,39.3,16.1
1900600011717011,62.1,100.0,0.0,10.0,5.6,36.7,34.4,13.3
1900600011717012,48.6,100.0,0.0,-6.0,-6.0,50.0,27.8,0.0
1900600011717013,60.9,100.0,0.0,-6.0,0.0,52.4,26.2,16.7
1900600011717014,61.3,94.7,0.0,-6.0,-6.0,33.3,44.4,-6.0
1900600011717015,50.0,100.0,0.0,-6.0,0.0,50.0,-6.0,0.0
1900600011721001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011721002,73.9,100.0,0.0,-6.0,0.0,26.5,35.3,32.4
1900600011721003,81.8,100.0,0.0,0.0,0.0,-6.0,-6.0,55.6
1900600011721004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011721005,72.7,100.0,0.0,-6.0,0.0,-6.0,-6.0,68.8
1900600011721006,68.0,100.0,0.0,-6.0,0.0,29.4,17.6,41.2
1900600011721007,81.3,92.3,0.0,0.0,0.0,0.0,25.0,75.0
1900600011721008,64.4,93.1,0.0,0.0,0.0,18.5,25.9,55.6
1900600011721009,72.6,81.1,0.0,7.0,-6.0,23.3,25.6,41.9
1900600011721010,77.5,96.8,0.0,0.0,0.0,-6.0,43.3,53.3
1900600011721011,66.1,97.6,0.0,0.0,-6.0,-6.0,25.0,70.0
1900600011721012,64.7,100.0,0.0,0.0,0.0,-6.0,-6.0,63.6
1900600011736001,66.1,100.0,0.0,7.3,0.0,17.1,36.6,36.6
1900600011740001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011740002,61.2,90.0,0.0,18.5,-6.0,25.9,33.3,11.1
1900600011740003,65.4,100.0,-6.0,11.8,0.0,39.2,27.5,17.6
1900600011740004,69.2,95.9,0.0,16.9,4.2,36.6,29.6,11.3
1900600011740005,60.3,100.0,-6.0,21.1,10.5,44.7,21.1,0.0
1900600011740006,58.8,96.7,0.0,6.9,-6.0,60.3,27.6,-6.0
1900600011755001,77.4,100.0,0.0,16.7,0.0,41.7,29.2,12.5
1900600011755002,55.4,100.0,0.0,9.7,0.0,35.5,45.2,9.7
1900600011755003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
190060001176A001,52.5,91.9,0.0,4.4,4.4,41.2,32.4,17.6
190060001176A003,55.7,88.2,-6.0,-6.0,-6.0,23.3,36.7,20.0
190060001176A004,61.2,95.2,0.0,10.0,-6.0,28.3,36.7,23.3
190060001176A005,53.4,92.1,0.0,6.9,0.0,32.8,34.5,25.9
190060001176A006,61.9,98.6,-6.0,13.0,-6.0,27.5,34.8,21.7
190060001176A007,60.8,95.4,0.0,8.4,4.8,36.1,28.9,21.7
190060001176A008,68.1,95.9,0.0,-6.0,6.4,25.5,27.7,36.2
190060001176A009,72.9,96.2,0.0,9.3,-6.0,36.0,36.0,17.3
190060001176A010,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
190060001176A011,65.3,93.8,0.0,-6.0,0.0,13.3,40.0,43.3
190060001176A012,69.4,96.0,0.0,0.0,0.0,0.0,37.5,58.3
190060001176A013,62.6,98.4,0.0,11.5,-6.0,39.3,24.6,23.0
1900600011774001,71.4,92.7,0.0,0.0,0.0,27.5,31.4,39.2
1900600011774002,59.7,94.6,0.0,-6.0,0.0,17.1,34.3,45.7
1900600011774003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011774004,64.8,94.9,0.0,-6.0,-6.0,35.7,32.1,28.6
1900600011774005,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011774006,66.1,94.6,0.0,-6.0,0.0,14.3,20.0,60.0
1900600011774007,50.0,85.7,0.0,0.0,0.0,0.0,-6.0,50.0
1900600011774008,56.9,100.0,0.0,7.6,4.5,50.0,25.8,12.1
1900600011774009,75.6,95.4,0.0,0.0,-6.0,27.4,22.6,48.4
1900600011774010,65.5,97.4,0.0,-6.0,-6.0,28.4,35.1,33.8
1900600011774011,52.0,100.0,0.0,0.0,0.0,-6.0,23.1,69.2
1900600011774012,73.9,100.0,0.0,-6.0,-6.0,23.5,23.5,41.2
1900600011774013,48.4,100.0,0.0,0.0,0.0,20.0,46.7,33.3
1900600011774014,81.8,98.1,0.0,5.7,0.0,5.7,26.4,62.3
1900600011774015,58.4,98.5,-6.0,10.8,-6.0,44.6,24.6,15.4
1900600011774016,57.1,100.0,0.0,7.7,0.0,19.2,30.8,42.3
1900600011774017,74.1,100.0,0.0,5.0,-6.0,23.8,35.0,35.0
1900600011774018,59.6,98.2,0.0,-6.0,0.0,14.5,29.1,54.5
1900600011774019,63.5,93.6,0.0,0.0,-6.0,40.9,40.9,13.6
1900600011774020,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011774021,68.9,96.3,0.0,-6.0,-6.0,20.3,39.2,36.7
1900600011774022,67.3,94.4,0.0,7.4,0.0,19.1,20.6,52.9
1900600011774023,57.1,100.0,0.0,0.0,-6.0,27.1,37.5,31.3
1900600011774024,68.4,100.0,0.0,-6.0,0.0,-6.0,23.1,53.8
1900600011774025,78.7,93.8,0.0,-6.0,-6.0,24.4,20.0,46.7
1900600011774026,63.5,98.1,0.0,-6.0,-6.0,11.3,30.2,52.8
1900600011774027,58.8,100.0,0.0,-6.0,0.0,42.5,35.0,17.5
1900600011774028,59.8,100.0,0.0,-6.0,-6.0,14.5,34.5,43.6
1900600011774029,74.1,97.5,0.0,0.0,-6.0,10.3,25.6,61.5
1900600011774030,56.3,100.0,0.0,-6.0,0.0,33.3,38.9,25.0
1900600011774031,62.2,96.4,0.0,-6.0,0.0,29.6,44.4,24.1
1900600011774032,55.0,100.0,0.0,-6.0,-6.0,36.4,22.7,27.3
1900600011774033,70.5,98.5,0.0,6.1,0.0,7.6,47.0,39.4
1900600011774034,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011774035,63.0,98.7,0.0,5.4,0.0,28.4,43.2,23.0
1900600011774036,67.7,97.0,0.0,-6.0,-6.0,15.4,36.9,43.1
1900600011774037,63.3,98.2,0.0,0.0,-6.0,28.6,35.7,32.1
1900600011774038,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011789001,74.5,100.0,-6.0,0.0,0.0,-6.0,12.2,82.9
1900600011789002,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011789003,59.4,98.7,0.0,0.0,0.0,-6.0,16.0,81.3
1900600011789004,66.7,100.0,0.0,0.0,0.0,-6.0,14.7,82.4
1900600011789005,74.2,100.0,0.0,0.0,0.0,-6.0,20.4,77.6
1900600011789006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1900600011789007,69.0,97.4,0.0,-6.0,-6.0,5.3,13.2,76.3
1900600011789008,66.1,97.4,0.0,0.0,0.0,-6.0,23.7,73.7
1900600011789009,63.3,100.0,0.0,0.0,0.0,7.9,13.2,78.9
1900600011789010,79.5,100.0,0.0,0.0,0.0,-6.0,19.4,77.4
1900600011789011,66.7,88.9,0.0,0.0,0.0,-6.0,-6.0,87.5
1900600011789012,66.7,100.0,0.0,0.0,0.0,-6.0,18.2,77.3
1900600011789013,65.6,95.2,0.0,0.0,0.0,-6.0,-6.0,85.0
1900600011789014,57.9,100.0,0.0,0.0,0.0,13.6,-6.0,77.3
1900600011789015,52.6,100.0,0.0,0.0,0.0,0.0,0.0,100.0
1900600011789016,60.5,95.7,0.0,0.0,0.0,13.6,13.6,72.7
1900600011789017,72.3,100.0,0.0,-6.0,0.0,-6.0,11.8,82.4
1900600011793001,62.8,100.0,0.0,-6.0,0.0,-6.0,29.6,59.3
1900600011793002,51.7,93.3,0.0,0.0,0.0,21.4,28.6,50.0
1900600011793003,59.5,97.9,0.0,10.9,0.0,17.4,34.8,37.0
1900600011793004,77.5,100.0,0.0,0.0,-6.0,12.9,35.5,48.4
